,minute_of_hour,hour_of_week,day_of_week,week_of_month,month,units_consumed
20557,5,9,6,2,3,2.271601831090633
20558,10,9,6,2,3,2.2777856904746807
20559,15,9,6,2,3,2.2838831293161035
20560,20,9,6,2,3,2.2898873733101603
20561,25,9,6,2,3,2.295791751692293
20562,30,9,6,2,3,2.3015897046495217
20563,35,9,6,2,3,2.307274790608368
20564,40,9,6,2,3,2.3128406933915393
20565,45,9,6,2,3,2.318281229235173
20566,50,9,6,2,3,2.323590353659168
20567,55,9,6,2,3,2.3287621681825903
20568,0,10,6,2,3,2.3337909268768824
20569,5,10,6,2,3,2.3386710427497444
20570,10,10,6,2,3,2.3433970939522584
20571,15,10,6,2,3,2.3479638298026373
20572,20,10,6,2,3,2.352366176619717
20573,25,10,6,2,3,2.3565992433599496
20574,30,10,6,2,3,2.36065832705133
20575,35,10,6,2,3,2.3645389180184666
20576,40,10,6,2,3,2.368236704892815
20577,45,10,6,2,3,2.3717475794027223
20578,50,10,6,2,3,2.375067640937699
20579,55,10,6,2,3,2.3781932008820514
20580,0,11,6,2,3,2.3811207867129234
20581,5,11,6,2,3,2.3838471458583617
20582,10,11,6,2,3,2.3863692493109143
20583,15,11,6,2,3,2.3886842949928604
20584,20,11,6,2,3,2.390789710869394
20585,25,11,6,2,3,2.392683157806139
20586,30,11,6,2,3,2.3943625321679636
20587,35,11,6,2,3,2.3958259681561116
20588,40,11,6,2,3,2.397071839881156
20589,45,11,6,2,3,2.3980987631693513
20590,50,11,6,2,3,2.3989055971004714
20591,55,11,6,2,3,2.399491445275369
20592,0,12,6,2,3,2.3998556568119005
20593,5,12,6,2,3,2.399997827068051
20594,10,12,6,2,3,2.3999177980914936
20595,15,12,6,2,3,2.3996156587950814
20596,20,12,6,2,3,2.39909174485806
20597,25,12,6,2,3,2.3983466383531256
20598,30,12,6,2,3,2.3973811670997445
20599,35,12,6,2,3,2.396196403744428
20600,40,12,6,2,3,2.3947936645690184
20601,45,12,6,2,3,2.3931745080282854
20602,50,12,6,2,3,2.3913407330184886
20603,55,12,6,2,3,2.389294376878759
20604,0,13,6,2,3,2.3870377131276177
20605,5,13,6,2,3,2.3845732489370652
20606,10,13,6,2,3,2.3819037223471278
20607,15,13,6,2,3,2.37903209922382
20608,20,13,6,2,3,2.375961569964077
20609,25,13,6,2,3,2.3726955459511796
20610,30,13,6,2,3,2.3692376557647203
20611,35,13,6,2,3,2.36559174114916
20612,40,13,6,2,3,2.361761852745644
20613,45,13,6,2,3,2.3577522455917506
20614,50,13,6,2,3,2.3535673743940317
20615,55,13,6,2,3,2.3492118885788473
20616,0,14,6,2,3,2.344690627126787
20617,5,14,6,2,3,2.340008613196583
20618,10,14,6,2,3,2.3351710485442503
20619,15,14,6,2,3,2.330183307743951
20620,20,14,6,2,3,2.3250509322167674
20621,25,14,6,2,3,2.319779624074206
20622,30,14,6,2,3,2.3143752397830015
20623,35,14,6,2,3,2.308843783658603
20624,40,14,6,2,3,2.3031914011942916
20625,45,14,6,2,3,2.2974243722335674
20626,50,14,6,2,3,2.2915491039930744
20627,55,14,6,2,3,2.2855721239441853
20628,0,15,6,2,3,2.279500072560991
20629,5,15,6,2,3,2.2733396959425574
20630,10,15,6,2,3,2.2670978383180334
20631,15,15,6,2,3,2.260781434442615
20632,20,15,6,2,3,2.254397501893062
20633,25,15,6,2,3,2.247953133270983
20634,30,15,6,2,3,2.2414554883229814
20635,35,15,6,2,3,2.2349117859860748
20636,40,15,6,2,3,2.2283292963674874
20637,45,15,6,2,3,2.221715332667365
20638,50,15,6,2,3,2.2150772430538392
20639,55,15,6,2,3,2.208422402499108
20640,0,16,6,2,3,2.201758204585871
20641,5,16,6,2,3,2.195092053292861
20642,10,16,6,2,3,2.1884313547690333
20643,15,16,6,2,3,2.1817835091053395
20644,20,16,6,2,3,2.175155902113029
20645,25,16,6,2,3,2.168555897118044
20646,30,16,6,2,3,2.161990826780257
20647,35,16,6,2,3,2.155467984946917
20648,40,16,6,2,3,2.1489946185489894
20649,45,16,6,2,3,2.1425779195498453
20650,50,16,6,2,3,2.1362250169548886
20651,55,16,6,2,3,2.1299429688912563
20652,0,17,6,2,3,2.1237387547660536
20653,5,17,6,2,3,2.117619267512261
20654,10,17,6,2,3,2.1115913059305864
20655,15,17,6,2,3,2.105661567136024
20656,20,17,6,2,3,2.0998366391171803
20657,25,17,6,2,3,2.09412299341703
20658,30,17,6,2,3,2.0885269779430313
20659,35,17,6,2,3,2.0830548099144366
20660,40,17,6,2,3,2.0777125689549836
20661,45,17,6,2,3,2.0725061903383506
20662,50,17,6,2,3,2.067441458394087
20663,55,17,6,2,3,2.06252400008107
20664,0,18,6,2,3,2.0577592787359755
20665,5,18,6,2,3,2.0531525880034374
20666,10,18,6,2,3,2.048709045954823
20667,15,18,6,2,3,2.044433589401922
20668,20,18,6,2,3,2.0403309684121704
20669,25,18,6,2,3,2.036405741031256
20670,30,18,6,2,3,2.0326622682191475
20671,35,18,6,2,3,2.0291047090049497
20672,40,18,6,2,3,2.025737015866233
20673,45,18,6,2,3,2.0225629303378274
20674,50,18,6,2,3,2.01958597885488
20675,55,18,6,2,3,2.0168094688350005
20676,0,19,6,2,3,2.014236485003676
20677,5,19,6,2,3,2.011869885967146
20678,10,19,6,2,3,2.0097123010364197
20679,15,19,6,2,3,2.0077661273061205
20680,20,19,6,2,3,2.006033526991282
20681,25,19,6,2,3,2.0045164250251335
20682,30,19,6,2,3,2.003216506920445
20683,35,19,6,2,3,2.002135216896934
20684,40,19,6,2,3,2.0012737562767184
20685,45,19,6,2,3,2.0006330821496467
20686,50,19,6,2,3,2.0002139063099458
20687,55,19,6,2,3,2.0000166944654247
20688,0,20,6,2,3,2.000041665720069
20689,5,20,6,2,3,2.0002887923306067
20690,10,20,6,2,3,2.00075779973734
20691,15,20,6,2,3,2.0014481668691797
20692,20,20,6,2,3,2.0023591267225536
20693,25,20,6,2,3,2.003489667213565
20694,30,20,6,2,3,2.0048385323024194
20695,35,20,6,2,3,2.0064042233889023
20696,40,20,6,2,3,2.008185000977313
20697,45,20,6,2,3,2.010178886609093
20698,50,20,6,2,3,2.0123836650608866
20699,55,20,6,2,3,2.014796886805688
20700,0,21,6,2,3,2.0174158707342515
20701,5,21,6,2,3,2.0202377071338744
20702,10,21,6,2,3,2.023259260921092
20703,15,21,6,2,3,2.0264771751247457
20704,20,21,6,2,3,2.0298878746156674
20705,25,21,6,2,3,2.0334875700786395
20706,30,21,6,2,3,2.037272262222374
20707,35,21,6,2,3,2.041237746222709
20708,40,21,6,2,3,2.045379616394281
20709,45,21,6,2,3,2.0496932710852236
20710,50,21,6,2,3,2.054173917789671
20711,55,21,6,2,3,2.0588165784722086
20712,0,22,6,2,3,2.063616095098605
20713,5,22,6,2,3,2.0685671353663673
20714,10,22,6,2,3,2.073664198629008
20715,15,22,6,2,3,2.0789016220072365
20716,20,22,6,2,3,2.0842735866805704
20717,25,22,6,2,3,2.089774124352043
20718,30,22,6,2,3,2.0953971238789704
20719,35,22,6,2,3,2.101136338062596
20720,40,22,6,2,3,2.1069853905887026
20721,45,22,6,2,3,2.112937783111793
20722,50,22,6,2,3,2.118986902474718
20723,55,22,6,2,3,2.1251260280560773
20724,0,23,6,2,3,2.1313483392367982
20725,5,23,6,2,3,2.137646922977944
20726,10,23,6,2,3,2.1440147815010717
20727,15,23,6,2,3,2.1504448400629483
20728,20,23,6,2,3,2.1569299548155656
20729,25,23,6,2,3,2.1634629207430547
20730,30,23,6,2,3,2.170036479666432
20731,35,23,6,2,3,2.1766433283076276
20732,40,23,6,2,3,2.183276126403421
20733,45,23,6,2,3,2.189927504860466
20734,50,23,6,2,3,2.1965900739425503
20735,55,23,6,2,3,2.2032564314805634
20736,0,0,0,2,3,1.0099191710964095
20737,5,0,0,2,3,1.0165708904314679
20738,10,0,0,2,3,1.0232041993708079
20739,15,0,0,2,3,1.0298117282535775
20740,20,0,0,2,3,1.036386136060802
20741,25,0,0,2,3,1.0429201185712278
20742,30,0,0,2,3,1.0494064164765053
20743,35,0,0,2,3,1.0558378234462522
20744,40,0,0,2,3,1.0622071941343887
20745,45,0,0,2,3,1.06850745211759
20746,50,0,0,2,3,1.0747315977573801
20747,55,0,0,2,3,1.080872715976723
20748,0,1,0,2,3,1.0869239839426679
20749,5,1,0,2,3,1.0928786786466977
20750,10,1,0,2,3,1.0987301843739636
20751,15,1,0,2,3,1.1044720000534394
20752,20,1,0,2,3,1.1100977464805863
20753,25,1,0,2,3,1.1156011734048197
20754,30,1,0,2,3,1.12097616647351
20755,35,1,0,2,3,1.1262167540251167
20756,40,1,0,2,3,1.1313171137236817
20757,45,1,0,2,3,1.1362715790276003
20758,50,1,0,2,3,1.1410746454851235
20759,55,1,0,2,3,1.1457209768498826
20760,0,2,0,2,3,1.1502054110094413
20761,5,2,0,2,3,1.1545229657205376
20762,10,2,0,2,3,1.1586688441443498
20763,15,2,0,2,3,1.1626384401757826
20764,20,2,0,2,3,1.1664273435609727
20765,25,2,0,2,3,1.1700313447970605
20766,30,2,0,2,3,1.1734464398090074
20767,35,2,0,2,3,1.1766688343981115
20768,40,2,0,2,3,1.179694948457462
20769,45,2,0,2,3,1.182521419949421
20770,50,2,0,2,3,1.185145108640896
20771,55,2,0,2,3,1.1875630995921282
20772,0,3,0,2,3,1.1897727063952703
20773,5,3,0,2,3,1.1917714741589691
20774,10,3,0,2,3,1.1935571822357869
20775,15,3,0,2,3,1.1951278466893336
20776,20,3,0,2,3,1.1964817224984752
20777,25,3,0,2,3,1.1976173054960424
20778,30,3,0,2,3,1.1985333340399669
20779,35,3,0,2,3,1.1992287904149976
20780,40,3,0,2,3,1.1997029019633756
20781,45,3,0,2,3,1.199955141943267
20782,50,3,0,2,3,1.199985230113975
20783,55,3,0,2,3,1.1997931330472962
20784,0,4,0,2,3,1.199379064164653
20785,5,4,0,2,3,1.1987434834999808
20786,10,4,0,2,3,1.1978870971886364
20787,15,4,0,2,3,1.1968108566828612
20788,20,4,0,2,3,1.1955159576947199
20789,25,4,0,2,3,1.1940038388676444
20790,30,4,0,2,3,1.1922761801781134
20791,35,4,0,2,3,1.1903349010691526
20792,40,4,0,2,3,1.188182158317829
20793,45,4,0,2,3,1.18582034363908
20794,50,4,0,2,3,1.183252081028455
20795,55,4,0,2,3,1.1804802238468617
20796,0,5,0,2,3,1.1775078516504431
20797,5,5,0,2,3,1.1743382667692046
20798,10,5,0,2,3,1.1709749906380384
20799,15,5,0,2,3,1.1674217598844212
20800,20,5,0,2,3,1.1636825221769644
20801,25,5,0,2,3,1.159761431839577
20802,30,5,0,2,3,1.1556628452358986
20803,35,5,0,2,3,1.1513913159293945
20804,40,5,0,2,3,1.146951589624282
20805,45,5,0,2,3,1.142348598893074
20806,50,5,0,2,3,1.13758745769636
20807,55,5,0,2,3,1.1326734557011975
20808,0,6,0,2,3,1.1276120524042996
20809,5,6,0,2,3,1.1224088710663895
20810,10,6,0,2,3,1.1170696924647783
20811,15,6,0,2,3,1.1116004484708373
20812,20,6,0,2,3,1.1060072154597163
20813,25,6,0,2,3,1.1002962075593286
20814,30,6,0,2,3,1.0944737697464773
20815,35,6,0,2,3,1.0885463707974956
20816,40,6,0,2,3,1.0825205961014641
20817,45,6,0,2,3,1.0764031403436676
20818,50,6,0,2,3,1.070200800067826
20819,55,6,0,2,3,1.0639204661250359
20820,0,7,0,2,3,1.057569116018064
20821,5,7,0,2,3,1.0511538061491572
20822,10,7,0,2,3,1.0446816639803826
20823,15,7,0,2,3,1.0381598801150276
20824,20,7,0,2,3,1.031595700308646
20825,25,7,0,2,3,1.0249964174190545
20826,30,7,0,2,3,1.0183693633038606
20827,35,7,0,2,3,1.0117219006748006
20828,40,7,0,2,3,1.0050614149175698
20829,45,7,0,2,3,0.9983953058866885
20830,50,7,0,2,3,0.9917309796841578
20831,55,7,0,2,3,0.98507584043131
20832,0,8,0,2,3,0.9784372820426325
20833,5,8,0,2,3,0.9718226800111587
20834,10,8,0,2,3,0.9652393832141895
20835,15,8,0,2,3,0.9586947057487197
20836,20,8,0,2,3,0.9521959188052818
20837,25,8,0,2,3,0.9457502425896606
20838,30,8,0,2,3,0.939364838301251
20839,35,8,0,2,3,0.9330468001767744
20840,40,8,0,2,3,0.9268031476086117
20841,45,8,0,2,3,0.9206408173461568
20842,50,8,0,2,3,0.9145666557891158
20843,55,8,0,2,3,0.9085874113809734
20844,0,9,0,2,3,0.902709727111502
20845,5,9,0,2,3,0.8969401331363036
20846,10,9,0,2,3,0.8912850395218326
20847,15,9,0,2,3,0.8857507291236401
20848,20,9,0,2,3,0.8803433506061495
20849,25,9,0,2,3,0.875068911611402
20850,30,9,0,2,3,0.8699332720845875
20851,35,9,0,2,3,0.8649421377634904
20852,40,9,0,2,3,0.8601010538394235
20853,45,9,0,2,3,0.8554153987965223
20854,50,9,0,2,3,0.8508903784361054
20855,55,9,0,2,3,0.8465310200930535
20856,0,10,0,2,3,0.8423421670503679
20857,5,10,0,2,3,0.8383284731582996
20858,10,10,0,2,3,0.8344943976637981
20859,15,10,0,2,3,0.8308442002563083
20860,20,10,0,2,3,0.8273819363351954
20861,25,10,0,2,3,0.8241114525042084
20862,30,10,0,2,3,0.8210363822978014
20863,35,10,0,2,3,0.8181601421442947
20864,40,10,0,2,3,0.8154859275701737
20865,45,10,0,2,3,0.8130167096498687
20866,50,10,0,2,3,0.8107552317048119
20867,55,10,0,2,3,0.8087040062556153
20868,0,11,0,2,3,0.8068653122306573
20869,5,11,0,2,3,0.8052411924341323
20870,10,11,0,2,3,0.8038334512765078
20871,15,11,0,2,3,0.8026436527697981
20872,20,11,0,2,3,0.8016731187899492
20873,25,11,0,2,3,0.8009229276081999
20874,30,11,0,2,3,0.8003939126931305
20875,35,11,0,2,3,0.800086661784667
20876,40,11,0,2,3,0.8000015162411008
20877,45,11,0,2,3,0.8001385706598304
20878,50,11,0,2,3,0.8004976727722681
20879,55,11,0,2,3,0.8010784236130124
20880,0,12,0,2,3,0.8018801779630933
20881,5,12,0,2,3,0.8029020450668274
20882,10,12,0,2,3,0.8041428896214529
20883,15,12,0,2,3,0.8056013330384436
20884,20,12,0,2,3,0.807275754975158
20885,25,12,0,2,3,0.8091642951350367
20886,30,12,0,2,3,0.8112648553344189
20887,35,12,0,2,3,0.8135751018336123
20888,40,12,0,2,3,0.8160924679297398
20889,45,12,0,2,3,0.8188141568083398
20890,50,12,0,2,3,0.8217371446506677
20891,55,12,0,2,3,0.8248581839931419
20892,0,13,0,2,3,0.8281738073353632
20893,5,13,0,2,3,0.8316803309924966
20894,10,13,0,2,3,0.8353738591878983
20895,15,13,0,2,3,0.8392502883813047
20896,20,13,0,2,3,0.8433053118279743
20897,25,13,0,2,3,0.8475344243634828
20898,30,13,0,2,3,0.8519329274089508
20899,35,13,0,2,3,0.8564959341912902
20900,40,13,0,2,3,0.8612183751723932
20901,45,13,0,2,3,0.8660950036814605
20902,50,13,0,2,3,0.87112040174403
20903,55,13,0,2,3,0.8762889861014903
20904,0,14,0,2,3,0.8815950144140605
20905,5,14,0,2,3,0.887032591640613
20906,10,14,0,2,3,0.8925956765880376
20907,15,14,0,2,3,0.8982780886231682
20908,20,14,0,2,3,0.9040735145394431
20909,25,14,0,2,3,0.9099755155709687
20910,30,14,0,2,3,0.9159775345459601
20911,35,14,0,2,3,0.9220729031719339
20912,40,14,0,2,3,0.9282548494441769
20913,45,14,0,2,3,0.9345165051694349
20914,50,14,0,2,3,0.9408509135966577
20915,55,14,0,2,3,0.9472510371459237
20916,0,15,0,2,3,0.9537097652272915
20917,5,15,0,2,3,0.9602199221406356
20918,10,15,0,2,3,0.9667742750480409
20919,15,15,0,2,3,0.9733655420094572
20920,20,15,0,2,3,0.9799864000730388
20921,25,15,0,2,3,0.9866294934109139
20922,30,15,0,2,3,0.9932874414917057
20923,35,15,0,2,3,0.9999528472802731
20924,40,15,0,2,3,1.0066183054559232
20925,45,15,0,2,3,1.013276410639692
20926,50,15,0,2,3,1.019919765621919
20927,55,15,0,2,3,1.0265409895805377
20928,0,16,0,2,3,1.0331327262811645
20929,5,16,0,2,3,1.0396876522500695
20930,10,16,0,2,3,1.0461984849105261
20931,15,16,0,2,3,1.0526579906738587
20932,20,16,0,2,3,1.0590589929759309
20933,25,16,0,2,3,1.0653943802504995
20934,30,16,0,2,3,1.0716571138301356
20935,35,16,0,2,3,1.0778402357662837
20936,40,16,0,2,3,1.0839368765595179
20937,45,16,0,2,3,1.0899402627917358
20938,50,16,0,2,3,1.0958437246514008
20939,55,16,0,2,3,1.1016407033437954
20940,0,17,0,2,3,1.107324758377819
20941,5,17,0,2,3,1.1128895747215448
20942,10,17,0,2,3,1.118328969818211
20943,15,17,0,2,3,1.1236369004550388
20944,20,17,0,2,3,1.1288074694774026
20945,25,17,0,2,3,1.1338349323405428
20946,30,17,0,2,3,1.138713703491837
20947,35,17,0,2,3,1.1434383625763302
20948,40,17,0,2,3,1.1480036604588921
20949,45,17,0,2,3,1.1524045250559836
20950,50,17,0,2,3,1.1566360669708131
20951,55,17,0,2,3,1.1606935849254412
20952,0,18,0,2,3,1.1645725709840242
20953,5,18,0,2,3,1.1682687155611107
20954,10,18,0,2,3,1.1717779122096517
20955,15,18,0,2,3,1.1750962621832513
20956,20,18,0,2,3,1.178220078767777
20957,25,18,0,2,3,1.1811458913772908
20958,30,18,0,2,3,1.1838704494098715
20959,35,18,0,2,3,1.1863907258591206
20960,40,18,0,2,3,1.1887039206771504
20961,45,18,0,2,3,1.190807463885477
20962,50,18,0,2,3,1.1926990184302613
20963,55,18,0,2,3,1.1943764827788352
20964,0,19,0,2,3,1.1958379932544956
20965,5,19,0,2,3,1.1970819261070726
20966,10,19,0,2,3,1.1981068993169162
20967,15,19,0,2,3,1.1989117741303545
20968,20,19,0,2,3,1.199495656324843
20969,25,19,0,2,3,1.1998578972024558
20970,30,19,0,2,3,1.199998094310593
20971,35,19,0,2,3,1.1999160918891147
20972,40,19,0,2,3,1.199611981043385
20973,45,19,0,2,3,1.1990860996430595
20974,50,19,0,2,3,1.1983390319467035
20975,55,19,0,2,3,1.1973716079526797
20976,0,20,0,2,3,1.1961849024770066
20977,5,20,0,2,3,1.1947802339592475
20978,10,20,0,2,3,1.1931591629976883
20979,15,20,0,2,3,1.191323490615516
20980,20,20,0,2,3,1.1892752562598545
20981,25,20,0,2,3,1.1870167355359533
20982,30,20,0,2,3,1.1845504376789273
20983,35,20,0,2,3,1.1818791027660032
20984,40,20,0,2,3,1.1790056986722561
20985,45,20,0,2,3,1.1759334177733138
20986,50,20,0,2,3,1.1726656733985439
20987,55,20,0,2,3,1.1692060960388417
20988,0,21,0,2,3,1.1655585293131647
20989,5,21,0,2,3,1.1617270256981689
20990,10,21,0,2,3,1.1577158420259195
20991,15,21,0,2,3,1.1535294347544915
20992,20,21,0,2,3,1.1491724550168638
20993,25,21,0,2,3,1.1446497434533875
20994,30,21,0,2,3,1.1399663248338507
20995,35,21,0,2,3,1.1351274024748874
20996,40,21,0,2,3,1.1301383524591166
20997,45,21,0,2,3,1.1250047176621705
20998,50,21,0,2,3,1.11973220159458
20999,55,21,0,2,3,1.1143266620650936
21000,0,22,0,2,3,1.108794104672675
21001,5,22,0,2,3,1.1031406761341263
21002,10,22,0,2,3,1.0973726574550855
21003,15,22,0,2,3,1.0914964569518397
21004,20,22,0,2,3,1.0855186031315145
21005,25,22,0,2,3,1.079445737438928
21006,30,22,0,2,3,1.0732846068778485
21007,35,22,0,2,3,1.067042056515104
21008,40,22,0,2,3,1.0607250218755295
21009,45,22,0,2,3,1.0543405212366257
21010,50,22,0,2,3,1.0478956478311519
21011,55,22,0,2,3,1.041397561966574
21012,0,23,0,2,3,1.0348534830697733
21013,5,23,0,2,3,1.0282706816662892
21014,10,23,0,2,3,1.0216564713026632
21015,15,23,0,2,3,1.0150182004211172
21016,20,23,0,2,3,1.0083632441952397
21017,25,23,0,2,3,1.0016989963361735
21018,30,23,0,2,3,0.9950328608782104
21019,35,23,0,2,3,0.9883722439527124
21020,40,23,0,2,3,0.9817245455599289
21021,45,23,0,2,3,0.9750971513474906
21022,50,23,0,2,3,0.9684974244049845
21023,55,23,0,2,3,0.9619326970833648
21024,0,0,1,3,3,1.2554102628487418
21025,5,0,1,3,3,1.2489373681792353
21026,10,0,1,3,3,1.2425212045141667
21027,15,0,1,3,3,1.2361689002641782
21028,20,0,1,3,3,1.2298875128915985
21029,25,0,1,3,3,1.2236840210694995
21030,30,0,1,3,3,1.2175653169284193
21031,35,0,1,3,3,1.2115381983990203
21032,40,0,1,3,3,1.2056093616595975
21033,45,0,1,3,3,1.1997853936966285
21034,50,0,1,3,3,1.1940727649864558
21035,55,0,1,3,3,1.1884778223066155
21036,0,1,1,3,3,1.183006781684477
21037,5,1,1,3,3,1.1776657214912583
21038,10,1,1,3,3,1.1724605756887954
21039,15,1,1,3,3,1.1673971272369352
21040,20,1,1,3,3,1.162481001668585
21041,25,1,1,3,3,1.157717660839765
21042,30,1,1,3,3,1.1531123968613421
21043,35,1,1,3,3,1.1486703262195173
21044,40,1,1,3,3,1.144396384091336
21045,45,1,1,3,3,1.140295318861725
21046,50,1,1,3,3,1.1363716868479088
21047,55,1,1,3,3,1.1326298472373504
21048,0,2,1,3,3,1.1290739572446937
21049,5,2,1,3,3,1.125707967492988
21050,10,2,1,3,3,1.1225356176245636
21051,15,2,1,3,3,1.1195604321462362
21052,20,2,1,3,3,1.1167857165135917
21053,25,2,1,3,3,1.1142145534585346
21054,30,2,1,3,3,1.1118497995643912
21055,35,2,1,3,3,1.1096940820922023
21056,40,2,1,3,3,1.1077497960618454
21057,45,2,1,3,3,1.1060191015911023
21058,50,2,1,3,3,1.1045039214957806
21059,55,2,1,3,3,1.103205939153439
21060,0,3,1,3,3,1.1021265966331562
21061,5,3,1,3,3,1.1012670930933552
21062,10,3,1,3,3,1.1006283834495443
21063,15,3,1,3,3,1.1002111773134016
21064,20,3,1,3,3,1.1000159382043768
21065,25,3,1,3,3,1.100042883034728
21066,30,3,1,3,3,1.1002919818685277
21067,35,3,1,3,3,1.1007629579549194
21068,40,3,1,3,3,1.1014552880355926
21069,45,3,1,3,3,1.1023682029261272
21070,50,3,1,3,3,1.1035006883705671
21071,55,3,1,3,3,1.1048514861682506
21072,0,4,1,3,3,1.1064190955717046
21073,5,4,1,3,3,1.1082017749539743
21074,10,4,1,3,3,1.110197543743594
21075,15,4,1,3,3,1.112404184624991
21076,20,4,1,3,3,1.1148192460019826
21077,25,4,1,3,3,1.1174400447215018
21078,30,4,1,3,3,1.120263669054573
21079,35,4,1,3,3,1.1232869819313207
21080,40,4,1,3,3,1.1265066244262438
21081,45,4,1,3,3,1.129919019490031
21082,50,4,1,3,3,1.1335203759236445
21083,55,4,1,3,3,1.1373066925904438
21084,0,5,1,3,3,1.141273762861434
21085,5,5,1,3,3,1.145417179288893
21086,10,5,1,3,3,1.1497323385030234
21087,15,5,1,3,3,1.1542144463264201
21088,20,5,1,3,3,1.1588585231003845
21089,25,5,1,3,3,1.1636594092173966
21090,30,5,1,3,3,1.1686117708534163
21091,35,5,1,3,3,1.1737101058939026
21092,40,5,1,3,3,1.1789487500466629
21093,45,5,1,3,3,1.1843218831348714
21094,50,5,1,3,3,1.1898235355634408
21095,55,5,1,3,3,1.1954475949512209
21096,0,6,1,3,3,1.2011878129219418
21097,5,6,1,3,3,1.2070378120461325
21098,10,6,1,3,3,1.2129910929266148
21099,15,6,1,3,3,1.2190410414193096
21100,20,6,1,3,3,1.225180935981646
21101,25,6,1,3,3,1.2314039551401654
21102,30,6,1,3,3,1.237703185069362
21103,35,6,1,3,3,1.2440716272729146
21104,40,6,1,3,3,1.250502206359118
21105,45,6,1,3,3,1.2569877779016125
21106,50,6,1,3,3,1.263521136377032
21107,55,6,1,3,3,1.2700950231703354
21108,0,7,1,3,3,1.2767021346391199
21109,5,7,1,3,3,1.2833351302281608
21110,10,7,1,3,3,1.2899866406247413
21111,15,7,1,3,3,1.296649275946063
21112,20,7,1,3,3,1.3033156339493766
21113,25,7,1,3,3,1.3099783082560705
21114,30,7,1,3,3,1.3166298965801282
21115,35,7,1,3,3,1.3232630089521729
21116,40,7,1,3,3,1.3298702759296954
21117,45,7,1,3,3,1.3364443567847004
21118,50,7,1,3,3,1.3429779476592252
21119,55,7,1,3,3,1.349463789680031
21120,0,8,1,3,3,1.3558946770231826
21121,5,8,1,3,3,1.3622634649199097
21122,10,8,1,3,3,1.3685630775944386
21123,15,8,1,3,3,1.3747865161251722
21124,20,8,1,3,3,1.3809268662206793
21125,25,8,1,3,3,1.386977305901442
21126,30,8,1,3,3,1.3929311130791746
21127,35,8,1,3,3,1.3987816730250366
21128,40,8,1,3,3,1.404522485718774
21129,45,8,1,3,3,1.4101471730702122
21130,50,8,1,3,3,1.4156494860054074
21131,55,8,1,3,3,1.4210233114093436
21132,0,9,1,3,3,1.4262626789177664
21133,5,9,1,3,3,1.4313617675502317
21134,10,9,1,3,3,1.4363149121772985
21135,15,9,1,3,3,1.4411166098144663
21136,20,9,1,3,3,1.4457615257361396
21137,25,9,1,3,3,1.4502444994024963
21138,30,9,1,3,3,1.454560550192849
21139,35,9,1,3,3,1.4587048829392453
21140,40,9,1,3,3,1.4626728932538788
21141,45,9,1,3,3,1.466460172644629
21142,50,9,1,3,3,1.470062513412881
21143,55,9,1,3,3,1.4734759133283923
21144,0,10,1,3,3,1.4766965800757499
21145,5,10,1,3,3,1.4797209354676875
21146,10,10,1,3,3,1.4825456194204407
21147,15,10,1,3,3,1.4851674936868897
21148,20,10,1,3,3,1.4875836453431348
21149,25,10,1,3,3,1.4897913900247983
21150,30,10,1,3,3,1.4917882749093447
21151,35,10,1,3,3,1.4935720814412319
21152,40,10,1,3,3,1.4951408277967198
21153,45,10,1,3,3,1.4964927710856795
21154,50,10,1,3,3,1.49762640928799
21155,55,10,1,3,3,1.4985404829222744
21156,0,11,1,3,3,1.4992339764451998
21157,5,11,1,3,3,1.4997061193797474
21158,10,11,1,3,3,1.4999563871712318
21159,15,11,1,3,3,1.499984501770076
21160,20,11,1,3,3,1.4997904319407278
21161,25,11,1,3,3,1.4993743932963672
21162,30,11,1,3,3,1.4987368480593535
21163,35,11,1,3,3,1.497878504547695
21164,40,11,1,3,3,1.4968003163880965
21165,45,11,1,3,3,1.4955034814564891
21166,50,11,1,3,3,1.4939894405471568
21167,55,11,1,3,3,1.4922598757720107
21168,0,12,1,3,3,1.4903167086917695
21169,5,12,1,3,3,1.4881620981810542
21170,10,12,1,3,3,1.4857984380298839
21171,15,12,1,3,3,1.4832283542841405
21172,20,12,1,3,3,1.4804547023280457
21173,25,12,1,3,3,1.4774805637117534
21174,30,12,1,3,3,1.474309242727756
21175,35,12,1,3,3,1.4709442627397684
21176,40,12,1,3,3,1.4673893622682885
21177,45,12,1,3,3,1.4636484908370009
21178,50,12,1,3,3,1.459725804584869
21179,55,12,1,3,3,1.455625661648605
21180,0,13,1,3,3,1.4513526173208007
21181,5,13,1,3,3,1.446911418988876
21182,10,13,1,3,3,1.442307000860732
21183,15,13,1,3,3,1.437544478482854
21184,20,13,1,3,3,1.4326291430568046
21185,25,13,1,3,3,1.427566455560716
21186,30,13,1,3,3,1.4223620406820658
21187,35,13,1,3,3,1.4170216805686744
21188,40,13,1,3,3,1.4115513084045843
21189,45,13,1,3,3,1.405957001818314
21190,50,13,1,3,3,1.4002449761305262
21191,55,13,1,3,3,1.3944215774488335
21192,0,14,1,3,3,1.3884932756171033
21193,5,14,1,3,3,1.3824666570274857
21194,10,14,1,3,3,1.3763484173028375
21195,15,14,1,3,3,1.370145353857914
21196,20,14,1,3,3,1.363864358347259
21197,25,14,1,3,3,1.3575124090085826
